구분	영문약어	단어명	스키마등장수	비고
사전only	SFTW	소프트웨어	0	스키마 미사용
사전only	SGG	시군구	0	스키마 미사용
사전only	SGGT	건의	0	스키마 미사용
사전only	SHA	SHA	0	스키마 미사용
사전only	SHGHRK	차상위	0	스키마 미사용
사전only	SHR	공유	0	스키마 미사용
사전only	SHT	시트	0	스키마 미사용
사전only	SIAR	대지면적	0	스키마 미사용
사전only	SID	SID	0	스키마 미사용
사전only	SIGUN	시군	0	스키마 미사용
사전only	SITE	사이트	0	스키마 미사용
사전only	SLIP	전표	0	스키마 미사용
사전only	SLRM	소독실	0	스키마 미사용
사전only	SLS	매출	0	스키마 미사용
사전only	SM	총계	0	스키마 미사용
사전only	SMA	자체관리기관	0	스키마 미사용
사전only	SMLT	시뮬레이션	0	스키마 미사용
사전only	SMPL	샘플	0	스키마 미사용
사전only	SMS	SMS	0	스키마 미사용
사전only	SNCN	인가	0	스키마 미사용
사전only	SNDBK	반송	0	스키마 미사용
사전only	SNDR	발송자	0	스키마 미사용
사전only	SNGL	단일	0	스키마 미사용
사전only	SNGR	가수	0	스키마 미사용
사전only	SNO	부번	0	스키마 미사용
사전only	SOCK	소켓	0	스키마 미사용
사전only	SOE	비상사태	0	스키마 미사용
사전only	SOND	음향	0	스키마 미사용
사전only	SPAB	특기	0	스키마 미사용
사전only	SPAREA	특수지	0	스키마 미사용
사전only	SPCE	공간	0	스키마 미사용
사전only	SPCM	시료	0	스키마 미사용
사전only	SPK	발표자	0	스키마 미사용
사전only	SPLMNT	보완	0	스키마 미사용
사전only	SPLY	공급	0	스키마 미사용
사전only	SPMT	출고	0	스키마 미사용
사전only	SPS	후원자	0	스키마 미사용
사전only	SPT	현장	0	스키마 미사용
사전only	SPVS	감독	0	스키마 미사용
사전only	SRCNTR	특수기록관	0	스키마 미사용
사전only	SRLN	원어	0	스키마 미사용
사전only	SRVY	설문	0	스키마 미사용
사전only	SSL	SSL	0	스키마 미사용
사전only	SSSN	세션	0	스키마 미사용
사전only	STAF	국무	0	스키마 미사용
사전only	STATS	통계	0	스키마 미사용
사전only	STBLT	적합	0	스키마 미사용
사전only	STBX	보관함	0	스키마 미사용
사전only	STD	표준	0	스키마 미사용
사전only	STDG	법정동	0	스키마 미사용
사전only	STEP	단계	0	스키마 미사용
사전only	STGP	속기사	0	스키마 미사용
사전only	STLI	법정리	0	스키마 미사용
사전only	STLM	결제	0	스키마 미사용
사전only	STM	시분초	0	스키마 미사용
사전only	STRT	개시	0	스키마 미사용
사전only	STRTS	구조물	0	스키마 미사용
사전only	STSF	만족	0	스키마 미사용
사전only	STTY	법정	0	스키마 미사용
사전only	SUBC	항	0	스키마 미사용
사전only	SUM	합계	0	스키마 미사용
사전only	SUPP	첨부물	0	스키마 미사용
사전only	SVLF	내용연수	0	스키마 미사용
사전only	SYNCZTN	동기화	0	스키마 미사용
사전only	SZG	사이징	0	스키마 미사용
사전only	SZR	압류	0	스키마 미사용
사전only	TAMT	총합계	0	스키마 미사용
사전only	TARC	송수신	0	스키마 미사용
사전only	TAS	온도적응서고	0	스키마 미사용
사전only	TBLE	표	0	스키마 미사용
사전only	TCBIZ	휴업	0	스키마 미사용
사전only	TCSTRN	총공사	0	스키마 미사용
사전only	TELGM	전문	0	스키마 미사용
사전only	TELOFC	국	0	스키마 미사용
사전only	TEST	시험	0	스키마 미사용
사전only	THCK	두께	0	스키마 미사용
사전only	THE	시소러스	0	스키마 미사용
사전only	THING	물건	0	스키마 미사용
사전only	THMA	주제	0	스키마 미사용
사전only	THP	감열지	0	스키마 미사용
사전only	THRG	경유	0	스키마 미사용
사전only	THTY	30	0	스키마 미사용
사전only	TKCG	담당	0	스키마 미사용
사전only	TKMNY	출금	0	스키마 미사용
사전only	TKO	취임	0	스키마 미사용
사전only	TLF	전송목록파일	0	스키마 미사용
사전only	TLS	TLS	0	스키마 미사용
사전only	TM	시각	0	스키마 미사용
사전only	TMPS	예비(임시)서고	0	스키마 미사용
사전only	TMPT	온도	0	스키마 미사용
사전only	TNOCS	총건수	0	스키마 미사용
사전only	TNOPE	총인원수	0	스키마 미사용
사전only	TOT	집계	0	스키마 미사용
사전only	TOTI	반출반입	0	스키마 미사용
사전only	TPBIZ	업종	0	스키마 미사용
사전only	TPCO	총사업비	0	스키마 미사용
사전only	TPKCT	총주차	0	스키마 미사용
사전only	TPMT	총지급	0	스키마 미사용
사전only	TRFLN	차선	0	스키마 미사용
사전only	TRFSTN	환승역	0	스키마 미사용
사전only	TRLR	역자	0	스키마 미사용
사전only	TRMNL	단말기	0	스키마 미사용
사전only	TRMO	송·수신모듈	0	스키마 미사용
사전only	TRMS	약관	0	스키마 미사용
사전only	TRMT	송신	0	스키마 미사용
사전only	TRNG	훈련	0	스키마 미사용
사전only	TRPR	대상자	0	스키마 미사용
사전only	TRTM	취급	0	스키마 미사용
사전only	TSA	시점확인시스템	0	스키마 미사용
사전only	TST	시점확인정보	0	스키마 미사용
사전only	TTPS	연행	0	스키마 미사용
사전only	TWTY	20	0	스키마 미사용
사전only	TXBS	과세표준	0	스키마 미사용
사전only	TXITM	세목	0	스키마 미사용
사전only	TXPR	납세자	0	스키마 미사용
사전only	TXTN	과세	0	스키마 미사용
사전only	UAPV	미승인	0	스키마 미사용
사전only	UAWD	비채택어	0	스키마 미사용
사전only	UCFM	미확정	0	스키마 미사용
사전only	UDGD	지하	0	스키마 미사용
사전only	UINT	통합기관	0	스키마 미사용
사전only	UNCL	미수집	0	스키마 미사용
사전only	UNKN	미상	0	스키마 미사용
사전only	UNQ	고유	0	스키마 미사용
사전only	UNTPRC	단가	0	스키마 미사용
사전only	UNTY	통합	0	스키마 미사용
사전only	URGT	미등록	0	스키마 미사용
사전only	URLADR	URL주소	0	스키마 미사용
사전only	URSH	독촉장	0	스키마 미사용
사전only	USPP	사용용도	0	스키마 미사용
사전only	USPR	사용기간	0	스키마 미사용
사전only	UTZTN	이용	0	스키마 미사용
사전only	VAT	부가가치세	0	스키마 미사용
사전only	VDIS	유효성검사	0	스키마 미사용
사전only	VDO	동영상	0	스키마 미사용
사전only	VE	속도	0	스키마 미사용
사전only	VHCL	차량	0	스키마 미사용
사전only	VHRNO	자동차등록번호	0	스키마 미사용
사전only	VID	비디오	0	스키마 미사용
사전only	VIN	차대번호	0	스키마 미사용
사전only	VLDT	유효성	0	스키마 미사용
사전only	VLTN	위반	0	스키마 미사용
사전only	VR	가상	0	스키마 미사용
사전only	VREC	필수기록물	0	스키마 미사용
사전only	VRIS	바이러스검사	0	스키마 미사용
사전only	VRY	매우	0	스키마 미사용
사전only	VST	방문	0	스키마 미사용
사전only	VSTR	방문자	0	스키마 미사용
사전only	VWR	뷰어	0	스키마 미사용
사전only	WAS	WAS	0	스키마 미사용
사전only	WBCP	웹카피	0	스키마 미사용
사전only	WDSP	띄어쓰기	0	스키마 미사용
사전only	WEB	웹	0	스키마 미사용
사전only	WEEK	주	0	스키마 미사용
사전only	WHDWL	탈퇴	0	스키마 미사용
사전only	WHOL	전체	0	스키마 미사용
사전only	WKFW	워크플로우	0	스키마 미사용
사전only	WM	워터마크	0	스키마 미사용
사전only	WNDO	원도	0	스키마 미사용
사전only	WOPM	무단	0	스키마 미사용
사전only	WP	백상지	0	스키마 미사용
사전only	WRC	직장	0	스키마 미사용
사전only	WRD	유선	0	스키마 미사용
사전only	WREC	웹기록물	0	스키마 미사용
사전only	WRHS	입고	0	스키마 미사용
사전only	WRKDY	근무일	0	스키마 미사용
사전only	WRKR	근로자	0	스키마 미사용
사전only	WT	무게	0	스키마 미사용
사전only	WTHN	이내	0	스키마 미사용
사전only	WTLN	대기열	0	스키마 미사용
사전only	XUAR	전용면적	0	스키마 미사용
사전only	YM	연월	0	스키마 미사용
사전only	ZIP	우편번호	0	스키마 미사용
사전only	ZNG	용도지역	0	스키마 미사용
사전only	ZONE	구역	0	스키마 미사용
스키마only	CD(AUTH		1	tb_stmenuahthrtgrp.cert_cd(auth_cd)
스키마only	CD)		1	tb_stmenuahthrtgrp.cert_cd(auth_cd)
스키마only	OFCLNM		1	tb_rdrecordcreat.rcpt_doc_dsptch_ofclnm
스키마only	OFCLSL		1	tb_adarchivalobj.ofclsl_dscd_pbanc_yn
